Match Number,Round Number,Date,Location,Home Team,Away Team,Result
342,36,11/05/2025 10:30,Friuli,Udinese,Monza,1 - 2
344,36,11/05/2025 13:00,Marcantonio Bentegodi,Hellas Verona,Lecce,1 - 1
341,36,11/05/2025 16:00,Olimpico Grande Torino,Torino,Inter,0 - 2
350,36,11/05/2025 18:45,Diego Armando Maradona,Napoli,Genoa,2 - 2
343,36,12/05/2025 16:30,Pier Luigi Penzo,Venezia,Fiorentina,2 - 1
345,36,12/05/2025 18:45,Atleti Azzurri d'Italia,Atalanta,Roma,2 - 1
351,37,18/05/2025 13:00,Unipol Domus,Cagliari,Venezia,
352,37,18/05/2025 13:00,Artemio Franchi,Fiorentina,Bologna,
353,37,18/05/2025 13:00,Luigi Ferraris,Genoa,Atalanta,
354,37,18/05/2025 13:00,Giuseppe Meazza,Inter,Lazio,
355,37,18/05/2025 13:00,Juventus Stadium,Juventus,Udinese,
356,37,18/05/2025 13:00,Ettore Giardiniero - Via del mare,Lecce,Torino,
357,37,18/05/2025 13:00,Brianteo,Monza,Empoli,
358,37,18/05/2025 13:00,Ennio Tardini,Parma,Napoli,
359,37,18/05/2025 13:00,Olimpico,Roma,Milan,
360,37,18/05/2025 13:00,Marcantonio Bentegodi,Hellas Verona,Como,
361,38,25/05/2025 13:00,Atleti Azzurri d'Italia,Atalanta,Parma,
362,38,25/05/2025 13:00,Renato Dall'Ara,Bologna,Genoa,
363,38,25/05/2025 13:00,Giuseppe Sinigaglia,Como,Inter,
364,38,25/05/2025 13:00,Carlo Castellani,Empoli,Hellas Verona,
365,38,25/05/2025 13:00,Olimpico,Lazio,Lecce,
366,38,25/05/2025 13:00,Giuseppe Meazza,Milan,Monza,
367,38,25/05/2025 13:00,Diego Armando Maradona,Napoli,Cagliari,
368,38,25/05/2025 13:00,Olimpico Grande Torino,Torino,Roma,
369,38,25/05/2025 13:00,Friuli,Udinese,Fiorentina,
370,38,25/05/2025 13:00,Pier Luigi Penzo,Venezia,Juventus,
